###### Update this every run, make sure other PS values are set to -1! #########
7999	Prod	5.389	10.005		2.328	-27.77		LH2	8.210	67.838	12	6	0	2.905		204.235		0.074		183.021		787985.0	0.9796			!138
8000	Prod	5.389	10.005		2.328	-27.77		LH2	8.210	69.377	12	6	0	3.063		215.825		0.078		233.727		1006568.0	0.9812			!176
8001	Prod	5.389	10.005		2.328	-27.77		LH2	8.210	69.898	12	6	0	3.29		231.989		0.083		352.742		1516665.0	0.9836			!264
8002	Prod	5.389	10.005		2.328	-27.77		LH2	8.210	69.067	12	6	0	2.956		208.14		0.075		253.599		1093744.0	0.9848			!201

Run	Type	P_SHMS	Theta_SHMS      P_HMS	Theta_HMS	Target	Ebeam	Current	PS1	PS3	PS5	HMS-Rate(kHz)	SHMS-Rate(kHz)	COIN-Rate(kHz)	Charge(mC)	Raw-coin	SHMS_h_tracking	        Comment
8003	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.596	12	6	0	2.328		42.599		0.027		180.185		438937.0	0.9884			!89
8004	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	65.933	12	6	0	2.191		39.97		0.026		159.999		391390.0	0.9885			!79
8005	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.837	12	6	0	2.808		51.425		0.03		235.155		564296.0	0.9851			!138
8006	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.413	11	6	0	2.716		49.675		0.03		228.774		649728.0	0.9889			!149
8007	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	67.586	11	6	0	2.746		50.165		0.03		218.061		618703.0	0.9879			!138
8008	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.041	11	6	0	2.514		45.931		0.028		225.288		642942.0	0.985			!123
8009	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	67.495	11	6	0	2.932		53.526		0.031		228.907		647783.0	0.9866			!116
8010	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.946	11	6	0	3.15		57.586		0.033		243.926		687207.0	0.9862			!130
8011	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.411	11	6	0	2.924		53.428		0.031		217.279		614187.0	0.9884			!104
8012	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.743	11	6	0	3.143		57.412		0.033		220.949		623639.0	0.9831			!119
8013	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.429	10	6	0	3.058		55.837		0.032		241.701		890188.0	0.9902			!162
8014	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	67.703	10	6	0	2.691		49.1		0.029		193.19		714996.0	0.9852			!110
8015	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	66.532	10	6	0	2.712		49.376		0.029		193.07		714027.0	0.9889			!102
8016	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	69.488	10	6	0	2.838		51.832		0.031		172.213		636749.0	0.984			!99 stopped because beam ended
8017	Prod	5.389	13.010		2.328	-27.77		Dummy	8.210	39.825	8	4	0	0.705		8.286		0.011		136.855		594732.0	0.9901			!
8018	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	65.876	10	6	0	1.79		32.562		0.023		111.1		420955.0	0.9897			!49
8020	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.613	10	6	0	3.008		54.98		0.032		223.047		823740.0	0.982			!129
8021	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	62.839	10	6	0	2.418		43.86		0.027		176.946		656295.0	0.9849			!92
8022	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	69.877	10	6	0	3.093		56.583		0.033		235.45		869610.0	0.9885			!147
8023	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	69.719	10	6	0	3.144		57.549		0.033		235.158		867347.0	0.9883			!159
8024	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	70.0	10	6	0	3.097		56.683		0.033		233.889		864196.0	0.9862			!151 TDC errors
8025	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	70.286	10	6	0	2.964		54.27		0.032		218.253		802663.0	0.9884			!146
8026	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	67.139	10	6	0	1.516		27.592		0.021		79.13		303557.0	0.9855			!45
8027	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	69.243	10	6	0	2.144		39.117		0.026		157.283		592238.0	0.9874			!77
8028	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.466	10	6	0	2.809		51.27		0.031		211.372		783435.0	0.986			!117
8029	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	69.679	10	6	0	3.086		56.409		0.033		240.039		886641.0	0.9871			!142
8030	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	70.185	10	6	0	3.255		59.546		0.034		235.859		869899.0	0.992			!150
8031	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.764	10	6	0	2.566		46.844		0.029		187.966		699097.0	0.9876			!125
8032	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.82	10	6	0	2.87		52.413		0.031		210.45		779259.0	0.987			!126
8033	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	69.637	10	6	0	3.0		54.816		0.032		219.095		809343.0	0.9905			!112
8034	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	69.097	10	6	0	3.011		54.993		0.032		231.974		857041.0	0.9887			!126
8035	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.165	10	6	0	2.34		42.721		0.027		189.29		708806.0	0.9873			!111
8036	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	68.718	10	6	0	3.001		54.811		0.032		215.511		796504.0	0.9899			!138
8037	Prod	5.389	13.010		2.328	-27.77		LH2	8.210	67.603	10	6	0	2.398		43.725		0.028		140.592		525537.0	0.9874			!75

#     .....................................................................8.2 GeV Setup, Physics Data, Q2 = 3.0, W = 3.14, x =0.25 and low epsilon .......................................................................

Run	Type	P_SHMS	Theta_SHMS      P_HMS	Theta_HMS	Target	Ebeam	Current	PS1	PS3	PS5	HMS-Rate(kHz)	SHMS-Rate(kHz)	COIN-Rate(kHz)	Charge(mC)	Raw-coin	SHMS_h_tracking	        Comment
8038	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	68.521	10	6	0	13.102		615.301		0.752		10.306		375525.0	0.9624			!JUNK
8039	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	53.799	13	8	0	9.113		399.693		0.392		155.804		1985106.0	0.9621			!106
8040	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.637	13	8	0	11.755		527.977		0.562		191.976		2643877.0	0.9516			!141
8041	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	59.427	13	8	0	10.049		448.322		0.478		202.001		2774683.0	0.9572			!173
8042	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	56.221	13	8	0	8.358		370.014		0.389		96.63		1306967.0	0.9551			!72 
8043	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	51.913	13	8	0	5.557		242.174		0.25		13.326		175685.0	0.9596			!JUNK bad beam to no beam
8044	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	58.669	13	8	0	11.076		491.562		0.519		194.738		2644395.0	0.9543			!122
8045	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.462	13	8	0	11.612		518.146		0.554		223.798		3081437.0	0.959			!140
8046	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.23	13	8	0	12.423		554.83		0.597		214.824		2976910.0	0.957			!169
8047	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.48	13	8	0	11.684		520.304		0.56		194.687		2692708.0	0.9531			!128
8048	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.909	13	8	0	11.333		504.829		0.546		94.077		1307850.0	0.9593			!73
8050	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.585	13	8	0	11.218		499.03		0.537		175.587		2430731.0	0.9543			!153
8051	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.712	13	8	0	11.209		499.564		0.541		199.966		2785482.0	0.9522			!133
8052	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	58.472	13	8	0	9.512		420.245		0.451		146.862		2020482.0	0.9592			!99
8053	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.412	13	8	0	11.361		503.723		0.544		125.793		1743517.0	0.9508			!81
8054	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	9.976	13	8	0	0.966		35.424		0.028		5.254		51550.0		0.9782			!JUNK tripped beam
8055	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	40.919	13	8	0	7.801		314.426		0.238		113.889		1145687.0	0.973			!107 40uA begins
8056	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	41.067	13	8	0	8.038		324.747		0.246		126.542		1272799.0	0.9726			!103 
8057	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	40.765	13	8	0	7.382		297.91		0.226		125.178		1327182.0	0.9659			!115
8058	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	40.826	13	8	0	7.716		311.249		0.236		129.321		1504828.0	0.9735			!105
8059	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	40.999	13	8	0	7.903		319.02		0.242		130.933		1526661.0	0.9708			!98
8060	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	41.137	13	8	0	8.309		335.246		0.254		140.512		1635667.0	0.9718			!105
8061	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	40.902	13	8	0	7.987		321.545		0.244		138.577		1615000.0	0.9722			!101
8063	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	40.56	13	8	0	4.943		198.441		0.154		85.809		1014172.0	0.9692			!61 long period of no beam
8064	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	40.647	13	8	0	7.347		295.184		0.224		147.373		1717148.0	0.9687			!133
8065	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	40.778	13	8	0	7.028		282.458		0.216		59.271		691306.0	0.9679			!30
8066	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	62.174	13	8	0	8.78		392.764		0.429		27.278		423546.0	0.9586			!JUNK beam trip first 60 uA run
8067	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.189	13	8	0	9.226		410.745		0.445		180.147		2757315.0	0.9565			!129
8068	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.114	13	8	0	12.057		537.587		0.581		177.385		2663492.0	0.9578			!106
8069	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	56.703	13	8	0	5.685		250.487		0.272		83.98		1247487.0	0.9518			!70
8070	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	59.134	13	8	0	10.796		478.328		0.514		94.503		1388250.0	0.9522			!73
8071	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.794	13	8	0	11.565		514.028		0.557		284.747		4236696.0	0.9539			!171
8073	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	58.797	13	8	0	8.533		376.966		0.407		58.465		876802.0	0.9589			!46
8074	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	58.23	13	8	0	9.391		414.027		0.447		99.723		1473794.0	0.9581			!73
8075	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	59.934	13	8	0	11.092		491.687		0.531		147.195		2207696.0	0.9522			!103 HMS dipole interlocked at the end of the run
8076	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.505	13	8	0	11.491		509.528		0.552		170.587		2561897.0	0.9576			!120
8077	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	59.458	13	8	0	7.197		318.233		0.347		80.611		1209512.0	0.959			!54 HMS-D trip
8078	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.02	13	8	0	11.373		504.421		0.548		149.917		2258142.0	0.9514			!109
8079	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.156	13	8	0	11.854		526.641		0.572		154.711		2326998.0	0.9528			!136
8080	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.9	13	8	0	11.992		531.496		0.576		220.534		3311481.0	0.9517			!124
8081	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.097	13	8	0	11.797		523.066		0.569		254.68		3837515.0	0.9488			!171
8082	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.835	13	8	0	11.655		515.85		0.562		206.891		3148013.0	0.9514			!131
8083	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.448	13	8	0	12.046		533.063		0.581		191.653		2928887.0	0.9536			!140
8084	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.731	13	8	0	10.338		456.446		0.498		177.094		2709195.0	0.9594			!110
8085	Prod	6.0530	6.910		1.8210	-25.895		Dummy	8.210	40.822	10	6	0	2.955		67.727		0.03		134.753		1144441.0	0.9919			!
8086	Prod	6.0530	6.910		1.8210	-25.895		Dummy	8.210	40.774	10	6	0	2.704		61.912		0.028		123.302		1036260.0	0.9878			!9
8087	Prod	6.0530	6.910		1.8210	-25.895		Dummy	8.210	40.803	10	6	0	2.852		65.362		0.029		180.56		1535281.0	0.9914			!2
8088	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	59.094	13	8	0	8.426		369.672		0.403		137.815		2107484.0	0.9646			!89
8089	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.973	13	8	0	11.731		516.774		0.565		113.382		1735441.0	0.9492			!90
8090	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.853	13	8	0	11.715		516.064		0.562		211.722		3203343.0	0.9587			!149
8091	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.736	13	8	0	10.895		479.345		0.523		222.139		3377309.0	0.9611			!139
8092	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	59.896	13	8	0	8.846		388.595		0.424		158.727		2424169.0	0.9618			!98
8093	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	59.962	13	8	0	10.285		450.836		0.489		168.769		2573934.0	0.9577			!100
8094	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	59.567	13	8	0	11.879		518.801		0.56		220.165		3341848.0	0.9577			!159
8095	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	59.65	13	8	0	11.597		507.792		0.548		193.911		2937925.0	0.9565			!149
8096	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.084	13	8	0	11.281		493.552		0.535		222.749		3376388.0	0.9585			!128
8097	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.661	13	8	0	11.683		511.744		0.557		210.592		3206737.0	0.954			!130
8098	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.92	13	8	0	11.757		515.076		0.562		202.41		3089257.0	0.9592			!149
8099	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.398	13	8	0	11.378		497.925		0.545		188.346		2877691.0	0.9563			!136
8101	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.18	13	8	0	12.718		556.938		0.611		214.803		3307966.0	0.9513			!145
8100	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.098	13	8	0	12.413		543.627		0.596		200.664		3083795.0	0.9597			!139
8102	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.95	13	8	0	10.326		451.439		0.498		218.965		3390414.0	0.9489			!154
8103	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.089	13	8	0	11.991		524.394		0.577		154.992		2408950.0	0.9592			!91
8104	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.692	13	8	0	11.199		488.552		0.538		164.39		2554646.0	0.9544			!104
8105	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	59.953	13	8	0	11.108		483.568		0.531		131.937		2050348.0	0.9554			!96
8106	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.108	13	8	0	10.181		444.339		0.492		139.146		2178998.0	0.9569			!102
8107	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.605	13	8	0	12.558		548.448		0.605		189.923		2964416.0	0.9544			!132
8108	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.365	13	8	0	11.064		482.352		0.534		170.793		2675395.0	0.9536			!110
8109	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	61.431	13	8	0	12.237		533.319		0.589		167.665		2628639.0	0.9506			!120
8110	Prod	6.0530	6.910		1.8210	-25.895		LH2	8.210	60.396	13	8	0	12.261		532.702		0.588		78.048		1223161.0	0.9629			!62

#     .....................................................................8.2 GeV Setup, Physics Data, Q2 = 3.0, W = 3.14, x =0.25 and low epsilon .......................................................................

Run	Type	P_SHMS	Theta_SHMS      P_HMS	Theta_HMS	Target	Ebeam	Current	PS1	PS3	PS5	HMS-Rate(kHz)	SHMS-Rate(kHz)	COIN-Rate(kHz)	Charge(mC)	Raw-coin	SHMS_h_tracking	        Comment
8111	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	68.659	11	8	0	10.607		106.267		0.148		57.184		473736.0	0.9833			!19
8112	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	71.442	11	8	0	14.741		148.225		0.205		239.403		1975307.0	0.9842			!124
8113	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.635	11	8	0	13.476		135.335		0.188		200.727		1654600.0	0.9831			!116
8116	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	67.52	11	8	0	9.954		99.028		0.138		123.848		1026052.0	0.9791			!76
8117	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.621	11	8	0	14.049		140.49		0.195		236.933		1957991.0	0.9818			!132
8117	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.621	11	8	0	14.049		140.49		0.195		236.933		1957991.0	0.9818			!132
8118	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	69.954	12	8	0	13.51		135.102		0.187		221.954		1604564.0	0.976			!130
8119	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.975	12	8	0	14.718		147.438		0.204		250.694		1815472.0	0.9806			!133
8120	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	71.514	12	8	0	14.918		152.6		0.211		102.964		755679.0	0.9807			!46
8121	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	69.539	12	8	0	12.588		125.686		0.175		211.515		1538034.0	0.9842			!113
8122	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	68.891	12	8	0	11.907		118.815		0.166		199.208		1447812.0	0.98			!95
8123	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.83	12	8	0	14.215		142.245		0.198		239.905		1744199.0	0.977			!145
8124	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	72.473	12	8	0	10.446		104.793		0.149		61.443		451257.0	0.9819			!40
8123	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.83	12	8	0	14.215		142.245		0.198		239.905		1744199.0	0.977			!145
8125	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.287	12	8	0	10.747		107.383		0.152		217.712		1593709.0	0.9826			!119
8126	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.377	12	8	0	12.5		124.952		0.175		206.077		1501380.0	0.977			!111
8127	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	71.004	12	8	0	13.493		134.983		0.188		242.506		1765539.0	0.9788			!118
8128	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.328	12	8	0	12.595		125.858		0.176		210.99		1538233.0	0.9821			!109
8129	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.521	12	8	0	12.244		122.327		0.172		216.664		1582610.0	0.9785			!128
8135	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	61.498	12	8	0	 9.670		 95.206		0.130		159.917		1147358.0	0.9824			!103
8136	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.443	12	8	0	12.867		128.567		0.18		213.122		1555596.0	0.9826			!122
8137	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	71.706	12	8	0	14.463		144.831		0.202		261.28		1891680.0	0.983			!115
8138	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.238	12	8	0	13.432		134.08		0.187		249.514		1811978.0	0.9836			!134
8140	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.485	12	8	0	13.652		136.172		0.19		214.463		1568362.0	0.9779			!117
8141	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	69.502	12	8	0	8.786		87.507		0.124		39.853		291921.0				!12
8142	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	69.349	12	8	0	12.061		120.139		0.168		197.087		1437744.0	0.9842			!113
8143	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.25	12	8	0	13.311		132.904		0.185		227.237		1654635.0	0.9799			!125
8144	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.277	12	8	0	12.974		129.495		0.181		222.642		1624257.0	0.9736			!126
8145	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.527	12	8	0	14.022		140.001		0.195		234.368		1709878.0	0.9819			!101
8146	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.568	12	8	0	11.732		117.177		0.165		179.844		1319305.0	0.9778			!95
8147	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	58.649	12	8	0	7.63		74.708		0.104		46.432		336044.0	0.9787			!16
8148	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.567	12	8	0	13.369		133.441		0.187		225.214		1647026.0	0.9796			!130
8149	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.196	12	8	0	11.842		118.112		0.166		200.469		1468984.0	0.9829			!98
8150	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	71.139	12	8	0	13.501		134.835		0.189		229.707		1682862.0	0.9753			!105
8152	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.93	12	8	0	14.08		140.536		0.196		231.469		1694392.0	0.9817			!127
8153	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	71.835	12	8	0	15.184		151.825		0.212		268.191		1963643.0	0.9822			!155
8154	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	66.949	12	8	0	4.866		48.286		0.073		39.697		299844.0	0.979			!17
8156	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	71.62	12	8	0	14.271		142.647		0.2		230.832		1690591.0	0.9792			!130
8157	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	67.599	12	8	0	6.634		66.022		0.097		105.103		783710.0	0.9785			!61
8158	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.139	12	8	0	11.03		109.962		0.155		202.273		1487048.0	0.9832			!127
8159	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	71.226	12	8	0	13.476		134.719		0.188		201.394		1473760.0	0.9785			!114
8160	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.499	12	8	0	12.163		121.35		0.17		202.934		1485704.0	0.9866			!111
8161	Prod	6.0530	9.909		1.8210	-25.895		Dummy	8.210	39.988	12	8	0	1.82		10.494		0.014		6.207		12692.0		0.9912			!
8162	Prod	6.0530	9.909		1.8210	-25.895		Dummy	8.210	40.86	8	5	0	3.162		18.251		0.017		157.241		2078436.0	0.9908			!
8163	Prod	6.0530	9.909		1.8210	-25.895		Dummy	8.210	40.974	8	5	0	3.161		18.255		0.017		146.309		1927938.0	0.9929			!
8164	Prod	6.0530	9.909		1.8210	-25.895		Dummy	8.210	40.039	8	5	0	2.83		16.34		0.016		126.29		1669463.0	0.9929			!
8165	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	69.268	12	8	0	11.351		113.004		0.158		191.372		1396891.0	0.9771			!93
8166	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.985	12	8	0	14.774		147.729		0.205		245.014		1783577.0	0.9829			!125
8167	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.952	12	8	0	14.758		147.482		0.205		253.833		1850622.0	0.9772			!118
8168	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.652	12	8	0	13.588		135.622		0.188		228.823		1667797.0	0.9866			!119
8169    Prod    6.0530  9.909           1.8210  -25.895         LH2     8.210   70.652  12      8       0       14.18           141.433         0.196           242.773         1773850.0       0.9758                  !121
8170	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.823	12	8	0	14.152		141.188		0.196		251.596		1835281.0	0.9795			!122
8171	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	69.751	12	8	0	12.685		126.232		0.176		213.688		1562112.0	0.9839			!99
8172	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.666	12	8	0	12.878		128.335		0.179		213.264		1558245.0	0.9821			!107
8173	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	70.375	12	8	0	14.174		141.151		0.197		234.223		1714054.0	0.9843			!108
8174	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	71.185	12	8	0	14.668		146.164		0.204		243.526		1779720.0	0.9807			!138
8175	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	71.608	12	8	0	13.264		132.217		0.186		220.115		1609681.0	0.982			!142
8176	Prod	6.0530	9.909		1.8210	-25.895		LH2	8.210	71.159	12	8	0	14.263		142.046		0.199		238.045		1735228.0	0.9762			!165
